serialNo,Supplier_NO.,OEM_NO.,Benchmark_NO.,car_brand,car_model,model_name_th,nickname,item_name,fitment_detail,brand,item_group,stock_uom
HB-0200067,DT-029VU,31250-32020,,TOYOTA,CORONA,โคโรน่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200068,DT-029VU,31250-32020,,TOYOTA,CORONA,โคโรน่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200069,DT-031VU,31250-05060,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200070,DT-031VU,31250-05060,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200071,DT-031VU,31250-05060,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200072,DT-031VU,31250-05060,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200073,DDX-034A,31250-BZ020,,TOYOTA,AVANZA,อแวนซ่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200074,DT-036U,31250-22100,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200075,DT-036U,31250-22100,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200076,DT-036U,31250-22100,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200077,DT-036U,31250-22100,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200078,DT-036U,31250-22100,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200079,DT-052VU,31250-14020,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200080,DT-052VU,31250-14020,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200081,DT-058U,31250-12190,,TOYOTA,COROLLA,โคโรล่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200082,DT-064,31250-24020,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200083,DT-064,31250-24020,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200084,DT-064,31250-24020,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200085,DT-064,31250-24020,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200086,DT-064,31250-24020,,TOYOTA,ESTIMA,เอสติม่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200087,DT-064U,31250-24020,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200088,DT-064U,31250-24020,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200089,DT-064U,31250-24020,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200090,DT-064U,31250-24020,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200091,DT-064U,31250-24020,,TOYOTA,ESTIMA,เอสติม่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200092,DT-068U,31250-17050,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200093,DT-068U,31250-17050,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200094,DT-068U,31250-17050,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200095,DT-072,31250-36131,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200096,DT-072,31250-36131,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200097,DT-072,31250-36131,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200098,DT-073,31250-36280,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200099,DT-073,31250-36280,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200100,DT-073,31250-36280,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200101,DT-075U,31250-36200,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200102,DT-075U,31250-36200,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200103,DT-076U,31250-36150,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200104,DT-078U,31250-36240,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200105,DT-084VA,31250-20030,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200106,DT-084VA,31250-20030,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200107,DT-084VA,31250-20030,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200108,DT-084VA,31250-20030,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200109,DT-084VA,31250-20030,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200110,DT-088U,31250-22240,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200111,DT-088U,31250-22240,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200112,DT-088U,31250-22240,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200113,DT-092A,31250-64052,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200114,DT-092A,31250-64052,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200115,DT-092A,31250-64052,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200116,DT-092A,31250-64052,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200117,DT-902U,31250-64052,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200118,DT-902U,31250-64052,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200119,DT-902U,31250-64052,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200120,DT-902U,31250-64052,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200121,DT-094L,31250-36401,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200122,DT-094L,31250-36401,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200123,DT-094L,31250-36401,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200124,DT-094L,31250-36401,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200125,DT-094L,31250-36401,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200126,DT-094L,31250-36401,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200127,DT-094L,31250-36401,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200128,DT-094L,31250-36401,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200129,DT-094L,31250-36401,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200130,DT-094L,31250-36401,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200131,DT-094L,31250-36401,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200132,DT-094L,31250-36401,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200133,DT-094L,31250-36401,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200134,DT-094L,31250-36401,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200135,DT-094L,31250-36401,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200136,DT-099U,31250-04030,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200137,DT-099U,31250-04030,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200138,DT-099U,31250-04030,,TOYOTA,ESTIMA,เอสติม่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200139,DT-099VL,31250-04030,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200140,DT-099VL,31250-04030,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200141,DT-099VL,31250-04030,,TOYOTA,ESTIMA,เอสติม่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200142,DT-099MU,31250-04030,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200143,DT-099MU,31250-04030,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200144,DT-099MU,31250-04030,,TOYOTA,ESTIMA,เอสติม่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200145,DTX-099L,31250-28085,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200146,DTX-099L,31250-28085,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200147,DTX-099L,31250-28085,,TOYOTA,ESTIMA,เอสติม่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200148,DT-100U,31250-17040,,TOYOTA,CORONA,โคโรน่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200149,DT-100U,31250-17040,,TOYOTA,CAMRY,คัมรี่,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200150,DT-100VA,31250-17040,,TOYOTA,CORONA,โคโรน่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200151,DT-100VA,31250-17040,,TOYOTA,CAMRY,คัมรี่,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200152,DT-117U,31250-0B010,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200153,DT-117U,31250-0B010,,TOYOTA,HILUX MIGHTY-X,ไฮลักซ์ ไมตี้-เอ็กซ์,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200154,DTX-117,31250-0B010,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200155,DTX-117,31250-0B010,,TOYOTA,HILUX MIGHTY-X,ไฮลักซ์ ไมตี้-เอ็กซ์,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200156,DT-123VA,31250-02040,,TOYOTA,YARIS,ยาริส,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200157,DT-123VA,31250-02040,,TOYOTA,COROLLA,โคโรล่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200158,DT-123VA,31250-02040,,TOYOTA,COROLLA,โคโรล่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200159,DT-123VA,31250-02040,,TOYOTA,COROLLA,โคโรล่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200160,DT-123VA,31250-02040,,TOYOTA,COROLLA,โคโรล่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200161,DT-123VA,31250-02040,,TOYOTA,COROLLA,โคโรล่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200162,DT-123VA,31250-02040,,TOYOTA,COROLLA,โคโรล่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200163,DT-124VA,31250-0A010,,TOYOTA,COROLLA,โคโรล่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200164,DT-124VA,31250-0A010,,TOYOTA,COROLLA,โคโรล่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200165,DT-124VA,31250-0A010,,TOYOTA,COROLLA,โคโรล่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200166,DT-124VA,31250-0A010,,TOYOTA,SOLUNA,โซลูน่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200167,DT-124VA,31250-0A010,,TOYOTA,COROLLA ALTIS,โคโรล่า อัลติส,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200168,DT-124VA,31250-0A010,,TOYOTA,YARIS,ยาริส,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200169,DT-124VA,31250-0A010,,TOYOTA,YARIS,ยาริส,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200170,DT-124VA,31250-0A010,,TOYOTA,VIOS,วีออส,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200171,DT-124VA,31250-0A010,,TOYOTA,VIOS,วีออส,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200172,DT-124AA,31250-12361,,TOYOTA,COROLLA,โคโรล่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200173,DT-124AA,31250-12361,,TOYOTA,COROLLA,โคโรล่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200174,DT-124AA,31250-12361,,TOYOTA,COROLLA,โคโรล่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200175,DT-124AA,31250-12361,,TOYOTA,SOLUNA,โซลูน่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200176,DT-124AA,31250-12361,,TOYOTA,COROLLA ALTIS,โคโรล่า อัลติส,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200177,DT-124AA,31250-12361,,TOYOTA,YARIS,ยาริส,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200178,DT-124AA,31250-12361,,TOYOTA,YARIS,ยาริส,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200179,DT-124AA,31250-12361,,TOYOTA,VIOS,วีออส,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200180,DT-124AA,31250-12361,,TOYOTA,VIOS,วีออส,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200181,DT-129VU,31250-17040,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200182,DT-129VU,31250-17040,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200183,DT-129VU,31250-17040,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200184,DT-129VU,31250-17040,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200185,DT-130V,2150-12120,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200186,DT-130V,2150-12120,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200187,DT-130V,2150-12120,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200188,DT-130V,2150-12120,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200189,DT-131U,31250-60250,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200190,DT-131U,31250-60250,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200191,DT-131U,31250-60250,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200192,DT-133U,31250-26490,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200193,DT-134U,31250-35330,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200194,DT-134U,31250-35330,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200195,DT-134U,31250-35330,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200196,DT-134U,31250-35330,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
